Date,Price,Open,High,Low,Volume,Change %
2017-07-14,196.49,205.0,207.76,179.58,971730.0,-4.15
2017-07-15,170.15,196.49,197.8,169.82,694520.0,-13.41
2017-07-16,157.4,170.15,172.7,136.12,2110000.0,-7.49
2017-07-17,190.16,157.4,190.61,155.0,1450000.0,20.81
2017-07-18,226.56,190.16,258.0,177.5,2520000.0,19.14
2017-07-19,194.63,226.56,245.61,187.0,2330000.0,-14.09
2017-07-20,227.29,194.63,238.0,194.63,2110000.0,16.78
2017-07-21,216.11,227.29,239.0,208.0,853870.0,-4.92
2017-07-22,232.01,216.11,237.19,214.35,556210.0,7.36
2017-07-23,228.15,232.01,236.57,219.0,410730.0,-1.66
2017-07-24,226.59,228.15,232.56,223.64,355760.0,-0.68
2017-07-25,202.7,226.59,227.69,190.49,1080000.0,-10.54
2017-07-26,203.33,202.7,209.59,191.76,685640.0,0.31
2017-07-27,202.54,203.33,207.0,197.86,410960.0,-0.39
2017-07-28,191.2,202.54,204.19,188.1,493900.0,-5.6
2017-07-29,206.76,191.2,213.0,176.95,866050.0,8.14
2017-07-30,195.31,206.76,210.76,192.21,522570.00000000006,-5.54
2017-07-31,200.81,195.31,201.5,188.12,444150.0,2.82
2017-08-01,225.97,200.81,232.59,200.8,1230000.0,12.53
2017-08-02,218.0,225.97,229.7,215.0,558150.0,-3.53
2017-08-03,224.79,218.0,228.2,217.07,336650.0,3.11
2017-08-04,220.73,224.79,228.3,218.66,292120.0,-1.81
2017-08-05,253.87,220.73,259.9,219.23,822050.0,15.01
2017-08-06,264.29,253.87,271.5,251.0,734520.0,4.1
2017-08-07,269.51,264.29,274.6,257.32,511600.0,1.98
2017-08-08,295.83,269.51,299.5,265.0,726470.0,9.77
2017-08-09,293.99,295.83,316.0,277.0,1400000.0,-0.62
2017-08-10,295.97,293.99,310.05,287.6,543930.0,0.67
2017-08-11,308.81,295.97,310.42,294.0,455520.0,4.34
2017-08-12,307.22,308.81,319.78,299.0,561910.0,-0.51
2017-08-13,296.64,307.22,308.0,285.21,582970.0,-3.44
2017-08-14,298.22,296.64,306.48,293.99,371280.0,0.53
2017-08-15,286.0,298.22,299.91,272.29,629180.0,-4.1
2017-08-16,301.34,286.0,304.0,279.94,526520.0,5.36
2017-08-17,299.0,301.34,312.0,297.01,465800.0,-0.78
2017-08-18,292.0,299.0,307.0,286.0,578060.0,-2.34
2017-08-19,292.78,292.0,298.51,280.0,554280.0,0.27
2017-08-20,298.37,292.78,299.0,286.96,304350.0,1.91
2017-08-21,322.24,298.37,346.99,294.53,1150000.0,8.0
2017-08-22,312.54,322.24,329.96,285.01,857280.0,-3.01
2017-08-23,316.5,312.54,325.0,311.65,402800.0,1.27
2017-08-24,325.62,316.5,329.56,314.14,326980.0,2.88
2017-08-25,328.7,325.62,338.25,324.04,378010.0,0.95
2017-08-26,332.72,328.7,334.6,324.5,315620.0,1.22
2017-08-27,348.01,332.72,348.01,331.88,362050.0,4.6
2017-08-28,347.09,348.01,352.0,332.74,389240.0,-0.26
2017-08-29,372.0,347.09,375.98,346.42,631680.0,7.18
2017-08-30,382.78,372.0,390.1,365.1,660230.0,2.9
2017-08-31,387.3,382.78,390.0,380.1,345070.0,1.18
2017-09-01,390.35,387.3,395.03,383.6,461310.0,0.79
